gitOutlet_ID,volume_mean,volume_sum,transactions,Potential_Target,target,Outlet_ID,Latitude,Longitude,nearby_schools
OUT_05607,23.66542795595,1419.925677357,60,66.02774742299985,66.02774742299985,OUT_05607,6.793617,79.95638,5
OUT_05608,22.377578150288887,1006.991016763,45,91.60341353799984,91.60341353799984,OUT_05608,7.103053,79.817909,5
OUT_05609,26.31531064423404,1236.819600279,47,93.6894093469997,93.6894093469997,OUT_05609,6.787664,79.980337,5
OUT_05610,11.481161420913043,264.066712681,23,37.13299984099998,37.13299984099998,OUT_05610,7.030507,80.076683,5
OUT_05611,14.0091184792,280.182369584,20,56.73379197150002,56.73379197150002,OUT_05611,6.761757,79.836054,5
OUT_05612,13.71289832577778,370.248254796,27,44.679705872999975,44.679705872999975,OUT_05612,6.990205,79.881457,5
OUT_05613,65.4288868834876,7916.895312902,121,283.6314885,283.6314885,OUT_05613,7.059973,80.067152,5
OUT_05614,9.810688394809524,206.024456291,21,20.10835828,20.10835828,OUT_05614,6.983434,79.945936,5
OUT_05615,29.71047822915909,1307.261042083,44,116.239781995,116.239781995,OUT_05615,6.964368,80.036214,5
OUT_05616,21.9089567490625,1402.17323194,64,90.20633041049967,90.20633041049967,OUT_05616,7.146045,79.899563,5
OUT_05617,8.471927815448277,245.685906648,29,21.128078431999985,21.128078431999985,OUT_05617,7.013816,79.914203,5
OUT_05618,31.687409485275865,1837.869750146,58,133.78058927,133.78058927,OUT_05618,6.902131,79.985327,5
OUT_05619,60.90276304669811,6455.69288295,106,259.8910869,259.8910869,OUT_05619,7.107293,79.893397,5
OUT_05620,68.61494344589147,8851.32770452,129,299.88637626,299.88637626,OUT_05620,7.12877,79.864796,5
OUT_05621,59.27998604754311,6876.478381515,116,277.850166025,277.850166025,,,,5
OUT_05622,14.587543670466664,218.813155057,15,69.94778783599996,69.94778783599996,OUT_05622,6.774084,79.856182,5
OUT_05623,12.61979882725,403.833562472,32,45.589446125999984,45.589446125999984,OUT_05623,6.890507,79.865245,5
OUT_05624,13.823012237333332,331.752293696,24,45.85517443199996,45.85517443199996,OUT_05624,7.140877,79.886496,5
OUT_05625,8.648972965357142,121.085621515,14,16.7328055765,16.7328055765,OUT_05625,6.868583,79.933332,5
OUT_05626,63.63825190907143,7127.484213816,112,299.494752815,299.494752815,OUT_05626,6.840575,80.040265,5
OUT_05627,9.03921723112,225.980430778,25,25.48860680199997,25.48860680199997,OUT_05627,6.781053,79.985016,5
OUT_05628,8.600001540655173,249.400044679,29,18.67458963,18.67458963,OUT_05628,7.135163,80.066647,5
OUT_05629,6.827812996722222,122.900633941,18,15.607853319999991,15.607853319999991,OUT_05629,7.142549,79.830272,5
OUT_05630,25.933683546246375,1789.424164691,69,105.71045115599988,105.71045115599988,OUT_05630,6.705119,79.885602,5
OUT_05631,15.236679739710526,578.993830109,38,62.61576765899997,62.61576765899997,OUT_05631,6.819776,79.942421,5
OUT_05632,24.59986234398039,1254.592979543,51,76.59892789,76.59892789,OUT_05632,6.865537,79.980906,5
OUT_05633,25.51498706054545,1683.989145996,66,105.7545131375,105.7545131375,OUT_05633,6.779859,79.877041,5
OUT_05634,15.650271556538463,406.90706047,26,57.150461715,57.150461715,OUT_05634,6.721448,79.829596,5
OUT_05635,15.383427205500002,307.66854411,20,60.89140864350002,60.89140864350002,OUT_05635,6.82963,80.052528,5
OUT_05636,7.835465591555555,141.038380648,18,13.840160087499992,13.840160087499992,OUT_05636,6.962424,79.82084,5
OUT_05637,10.0317216575,180.570989835,18,25.14886755949994,25.14886755949994,OUT_05637,6.814513,79.99077,5
OUT_05638,30.79734454488,1539.867227244,50,112.53543918,112.53543918,OUT_05638,7.157997,79.833858,5
OUT_05639,73.80972946542168,6126.20754563,83,292.36899666999994,292.36899666999994,OUT_05639,6.90643,79.826724,5
OUT_05640,60.112746606,7213.529592719999,120,285.454658025,285.454658025,OUT_05640,6.777966,79.963201,5
OUT_05641,11.510877644652174,264.750185827,23,34.59476920599999,34.59476920599999,OUT_05641,6.886288,79.842168,5
OUT_05642,9.06034536792,226.508634198,25,17.78551195,17.78551195,OUT_05642,6.703952,79.970742,5
OUT_05643,15.975476274166668,479.264288225,30,65.5008462095,65.5008462095,OUT_05643,6.888716,80.015332,5
OUT_05644,30.29776278426,1514.888139213,50,122.30364395999996,122.30364395999996,OUT_05644,6.982495,79.919144,5
OUT_05645,21.24403355758,1062.201677879,50,49.22805546999994,49.22805546999994,OUT_05645,7.120147,79.825071,5
OUT_05646,15.146136905535714,424.091833355,28,58.55240213849999,58.55240213849999,OUT_05646,6.999789,79.929058,5
OUT_05647,20.38494551274648,1447.331131405,71,84.87192997,84.87192997,OUT_05647,6.880725,79.85371,5
OUT_05648,19.532782098210525,371.122859866,19,63.890450443,63.890450443,OUT_05648,7.147861,80.092191,5
OUT_05649,8.5186795545,85.186795545,10,16.166082574999994,16.166082574999994,OUT_05649,6.889485,79.9838,5
OUT_05650,22.020446832666668,330.30670249,15,80.715263427,80.715263427,OUT_05650,6.752941,80.092962,5
OUT_05651,28.02914311352941,1429.48629879,51,126.39544005,126.39544005,OUT_05651,7.181486,79.892382,5
OUT_05652,27.26177084936364,1799.276876058,66,121.66606125,121.66606125,OUT_05652,7.024452,80.027855,5
OUT_05653,11.422295872295456,502.581018381,44,55.94317455800002,55.94317455800002,OUT_05653,6.768897,79.949828,5
OUT_05654,8.255029743666666,148.590535386,18,15.428072448499982,15.428072448499982,OUT_05654,7.116941,79.84435,5
OUT_05655,71.0025055876087,6532.23051406,92,296.92772431500003,296.92772431500003,OUT_05655,6.816852,79.804377,5
OUT_05656,21.925589206965515,1271.684174004,58,57.3731673434999,57.3731673434999,OUT_05656,6.856371,79.872206,5
OUT_05657,68.1685615515849,7225.867524468,106,320.186839875,320.186839875,OUT_05657,6.734403,80.097597,5
OUT_05658,59.4695473744312,6482.180663813,109,283.20188045999987,283.20188045999987,OUT_05658,6.802176,79.922414,5
OUT_05659,10.22264842996,255.566210749,25,49.18176694999987,49.18176694999987,OUT_05659,6.754333,79.989335,5
OUT_05660,12.766294352454544,280.858475754,22,58.89440719099998,58.89440719099998,OUT_05660,7.146259,79.903111,5
OUT_05661,25.28210276035849,1339.951446299,53,114.90831953999998,114.90831953999998,OUT_05661,6.988736,80.055663,5
OUT_05662,13.7381016515,412.143049545,30,59.263787041,59.263787041,OUT_05662,7.094775,79.877846,5
OUT_05663,11.16208659975862,323.700511393,29,32.407209123999955,32.407209123999955,OUT_05663,6.777416,80.095705,5
OUT_05664,73.92346305873873,8205.50439952,111,296.8101945,296.8101945,OUT_05664,7.191057,80.066748,5
OUT_05665,15.379738449884616,399.873199697,26,64.8768201175,64.8768201175,OUT_05665,7.008752,79.992931,5
OUT_05666,11.719565696964285,328.147839515,28,50.83001455949998,50.83001455949998,OUT_05666,7.159557,79.94148,5
OUT_05667,27.515175723914897,1293.213259024,47,130.39258154999993,130.39258154999993,OUT_05667,6.779441,79.885713,5
OUT_05668,21.139317649266665,317.089764739,15,73.81611018799995,73.81611018799995,OUT_05668,7.110338,79.939844,5
OUT_05669,11.24247564305,224.849512861,20,21.004355868500035,21.004355868500035,OUT_05669,6.885089,79.955486,5
OUT_05670,35.40120966411111,1911.665321862,54,133.77783279999997,133.77783279999997,OUT_05670,6.80892,80.078031,5
OUT_05671,29.311797826032254,1817.331465214,62,124.21706316999996,124.21706316999996,OUT_05671,6.777187,79.850334,5
OUT_05672,14.714746778105264,279.58018878400003,19,54.43639848599997,54.43639848599997,OUT_05672,6.807395,79.880504,5
OUT_05673,7.1723809341,143.447618682,20,16.086227376000004,16.086227376000004,OUT_05673,6.78325,79.898019,5
OUT_05674,13.376573696612905,414.673784595,31,54.698925115,54.698925115,OUT_05674,7.07845,79.904866,5
OUT_05675,6.388038584,89.432540176,14,11.3484880415,11.3484880415,OUT_05675,7.122273,79.885881,5
OUT_05676,31.108652158705883,1586.541260094,51,125.17611975,125.17611975,OUT_05676,7.01992,79.828328,5
OUT_05677,22.563071707869565,1037.901298562,46,120.319532525,120.319532525,OUT_05677,6.875433,79.83242,5
OUT_05678,8.453019488879999,211.325487222,25,23.88865877599997,23.88865877599997,OUT_05678,6.981437,79.911666,5
OUT_05679,25.964460430436365,1428.045323674,55,117.98323643999996,117.98323643999996,OUT_05679,7.111431,79.896766,5
OUT_05680,12.89289960415,257.857992083,20,47.63190865800001,47.63190865800001,OUT_05680,7.014066,80.084437,5
OUT_05681,15.122122098566669,453.663662957,30,62.3964955255,62.3964955255,OUT_05681,7.020143,80.001212,5
OUT_05682,75.84116106425641,8873.415844518,117,335.43485105999986,335.43485105999986,,,,5
OUT_05683,9.041657874772726,198.916473245,22,17.634624834999997,17.634624834999997,OUT_05683,7.092017,79.805407,5
OUT_05684,32.180674235888894,1737.756408738,54,141.6393180749999,141.6393180749999,OUT_05684,7.074884,79.928454,5
OUT_05685,27.562090433257143,964.673165164,35,116.36010284999998,116.36010284999998,OUT_05685,7.13163,80.076633,5
OUT_05686,21.2302603989375,339.684166383,16,64.3844237325,64.3844237325,OUT_05686,7.020858,79.96181,5
OUT_05687,13.43513172388889,241.83237103,18,51.68109487099999,51.68109487099999,OUT_05687,6.909259,80.00068,5
OUT_05688,31.922819272433333,1915.369156346,60,157.34428999000002,157.34428999000002,OUT_05688,6.763559,79.976449,5
OUT_05689,26.77950196940385,1392.534102409,52,117.128734045,117.128734045,OUT_05689,6.878977,79.833626,5
OUT_05690,27.033165106686276,1378.691420441,51,123.84304665,123.84304665,OUT_05690,7.159882,79.992536,5
OUT_05691,59.510759210957445,5594.01136583,94,277.830526225,277.830526225,OUT_05691,6.794704,79.888138,5
OUT_05692,59.96601688511111,6476.329823592,108,269.33139758999977,269.33139758999977,OUT_05692,6.96636,79.86106,5
OUT_05693,19.4775608804,876.490239618,45,41.667361042,41.667361042,OUT_05693,7.184379,79.953139,5
OUT_05694,132.39744096031848,20786.39823077,157,634.60690086,634.60690086,OUT_05694,7.018919,80.086298,5
OUT_05695,7.975790338176472,135.588435749,17,17.42858014,17.42858014,OUT_05695,6.953922,79.943295,5
OUT_05696,10.629113856166668,255.098732548,24,20.7393712795,20.7393712795,OUT_05696,6.837282,79.866714,5
OUT_05697,11.982370100037038,323.523992701,27,27.807757397999996,27.807757397999996,OUT_05697,6.782372,80.033311,5
OUT_05698,29.31041128126984,1846.55591072,63,121.62339185,121.62339185,OUT_05698,7.195599,79.906782,5
OUT_05699,116.6703442427922,17967.23301339,154,567.872402215,567.872402215,OUT_05699,6.806465,80.006814,5
OUT_05700,13.71723128921875,438.951401255,32,59.6158229635,59.6158229635,OUT_05700,6.82249,79.801397,5
OUT_05701,13.6732259823125,218.771615717,16,57.2719731025,57.2719731025,,,,5
OUT_05702,26.841345316937502,429.461525071,16,88.489258965,88.489258965,OUT_05702,6.919152,79.968999,5
OUT_05703,63.18135082140351,7202.67399364,114,309.6986774349999,309.6986774349999,OUT_05703,7.033777,80.018003,5
OUT_05704,12.13172570290909,266.897965464,22,51.76161556199997,51.76161556199997,OUT_05704,6.838846,80.021901,5
OUT_05705,5.527700074588235,93.970901268,17,10.614931196,10.614931196,OUT_05705,6.836297,79.936811,5
OUT_05706,10.809135441611112,389.128875898,36,21.88434159,21.88434159,OUT_05706,6.990046,80.047791,5
OUT_05707,15.393380829210528,292.474235755,19,56.40988818799996,56.40988818799996,OUT_05707,7.022278,80.025485,5
OUT_05708,17.310163272249998,415.443918534,24,67.95449821199999,67.95449821199999,OUT_05708,7.0582,79.849402,5
OUT_05709,21.53218731012766,1012.012803576,47,84.20756695199974,84.20756695199974,OUT_05709,6.876422,80.055137,5
OUT_05710,11.317766432151515,373.486292261,33,33.21014993399994,33.21014993399994,OUT_05710,6.778136,79.898633,5
OUT_05711,70.3270377196875,6751.39562109,96,314.78893692500003,314.78893692500003,OUT_05711,7.020768,80.084709,5
OUT_05712,17.48324485473913,402.114631659,23,63.586766394,63.586766394,OUT_05712,6.986627,79.893656,5
OUT_05713,14.521934585,290.4386917,20,63.1998914025,63.1998914025,OUT_05713,6.826565,80.010443,5
OUT_05714,23.69174168868421,1350.429276255,57,118.70490257999997,118.70490257999997,OUT_05714,6.908969,79.921713,5
OUT_05715,13.370377294421052,254.037168594,19,54.57424957899998,54.57424957899998,OUT_05715,6.703085,79.870967,5
OUT_05716,75.3989197209619,7916.886570701,105,312.32627965999995,312.32627965999995,OUT_05716,7.06504,80.009518,5
OUT_05717,10.451825501833332,250.843812044,24,39.20807581349995,39.20807581349995,OUT_05717,7.023944,79.982578,5
OUT_05718,71.72635803429702,7244.362161464,101,286.3586882,286.3586882,OUT_05718,6.71593,79.882033,5
OUT_05719,29.872907447125,1433.899557462,48,111.345514395,111.345514395,OUT_05719,6.858207,80.040494,5
OUT_05720,12.05966600604,301.491650151,25,48.6071637379999,48.6071637379999,OUT_05720,6.975729,79.818732,5
OUT_05721,10.090897164366668,302.726914931,30,29.33926808199997,29.33926808199997,OUT_05721,6.994886,79.846031,5
OUT_05722,24.173902119661538,1571.303637778,65,97.77608270799998,97.77608270799998,OUT_05722,6.756684,80.075333,5
OUT_05723,11.663108578678573,326.567040203,28,44.847136127999946,44.847136127999946,OUT_05723,6.784786,79.827202,5
OUT_05724,12.932664411461538,336.249274698,26,53.39764482,53.39764482,OUT_05724,7.175314,79.911303,5
OUT_05725,13.55389842295,271.077968459,20,54.11484219950001,54.11484219950001,OUT_05725,6.9014,79.931262,5
OUT_05726,26.331016207492063,1658.854021072,63,123.13446628,123.13446628,OUT_05726,7.055079,79.861677,5
OUT_05727,130.41427780362417,19431.72739274,149,594.6424708,594.6424708,OUT_05727,7.044184,79.850027,5
OUT_05728,19.39394039264,484.848509816,25,62.984484626,62.984484626,OUT_05728,7.189359,80.027557,5
OUT_05729,15.083615680703703,407.257623379,27,53.951449678,53.951449678,OUT_05729,7.047651,79.949339,5
OUT_05730,12.289539580954546,270.36987078100003,22,51.03933831899997,51.03933831899997,OUT_05730,7.042318,79.925608,5
OUT_05731,17.93210513878571,502.098943886,28,64.2161626055,64.2161626055,OUT_05731,6.726161,80.084394,5
OUT_05732,57.61887541993799,7432.834929172001,129,248.0243136799998,248.0243136799998,OUT_05732,6.78856,79.84447,5
OUT_05733,72.45395736133594,9274.106542251,128,306.51423445,306.51423445,OUT_05733,6.727201,80.013583,5
OUT_05734,14.524460466772728,319.538130269,22,57.72437697249997,57.72437697249997,OUT_05734,7.026099,79.963973,5
OUT_05735,14.575363773291665,349.808730559,24,62.03886856799998,62.03886856799998,OUT_05735,6.811489,79.940147,5
OUT_05736,17.348481692846153,676.590786021,39,37.010533801,37.010533801,OUT_05736,6.942236,79.852959,5
OUT_05737,17.032078251166666,306.577408521,18,65.68387901399998,65.68387901399998,OUT_05737,7.005805,79.911819,5
OUT_05738,17.400931846434784,400.221432468,23,65.75453099799999,65.75453099799999,OUT_05738,7.199987,79.978586,5
OUT_05739,32.42018520775,1556.168889972,48,118.004725585,118.004725585,OUT_05739,7.022152,79.892221,5
OUT_05740,31.279343462343284,2095.716011977,67,127.16657849,127.16657849,OUT_05740,6.771469,79.997457,5
OUT_05741,18.005747607785715,252.080466509,14,58.774864448,58.774864448,OUT_05741,7.171805,80.0359,5
OUT_05742,29.556512165660003,1477.825608283,50,131.99404002999998,131.99404002999998,OUT_05742,6.804723,79.827999,5
OUT_05743,146.35100458435377,21513.5976739,147,591.4794369799998,591.4794369799998,OUT_05743,7.081048,79.972161,5
OUT_05744,23.5959251164,1415.755506984,60,103.3883664,103.3883664,OUT_05744,6.838061,80.069208,5
OUT_05745,9.419373347142855,131.87122686,14,25.010103248499995,25.010103248499995,OUT_05745,6.908653,80.039084,5
OUT_05746,16.79806358218182,369.557398808,22,60.0656485965,60.0656485965,OUT_05746,6.911744,80.04061,5
OUT_05747,14.057554219923077,365.496409718,26,58.01106179,58.01106179,OUT_05747,7.149549,79.867297,5
OUT_05748,12.37887105536,309.471776384,25,45.66216441999991,45.66216441999991,OUT_05748,7.163676,79.996298,5
OUT_05749,23.054848958666668,829.974562512,36,58.719477512500006,58.719477512500006,OUT_05749,7.114243,79.82423,5
OUT_05750,34.49368123810526,1966.139830572,57,118.36415337999988,118.36415337999988,OUT_05750,6.794741,79.82309,5
OUT_05751,13.778040363433332,413.341210903,30,59.463803146499984,59.463803146499984,OUT_05751,6.729328,79.912699,5
OUT_05752,24.359748760426232,1485.944674386,61,123.8333644,123.8333644,OUT_05752,7.004988,80.008692,5
OUT_05753,23.546088379785715,329.645237317,14,72.12264867149999,72.12264867149999,OUT_05753,7.112948,79.836624,5
OUT_05754,26.86927546702222,1209.117396016,45,117.26188401599984,117.26188401599984,OUT_05754,6.883709,79.927678,5
OUT_05755,9.9659435469375,159.455096751,16,28.2478267725,28.2478267725,OUT_05755,7.184329,79.860509,5
OUT_05756,25.162212766160717,1409.083914905,56,126.89068555,126.89068555,OUT_05756,6.711214,79.905759,5
OUT_05757,146.5761520537324,20813.81359163,142,586.49167232,586.49167232,OUT_05757,7.032729,80.041966,5
OUT_05758,31.352744094877192,1787.106413408,57,125.96029915999998,125.96029915999998,OUT_05758,6.787974,79.89765,5
OUT_05759,9.017972602,207.413369846,23,32.625027998999975,32.625027998999975,OUT_05759,6.921643,79.849741,5
OUT_05760,12.600074132451612,390.602298106,31,47.16368378,47.16368378,OUT_05760,6.730026,79.96647,5
OUT_05761,25.64372532487273,1410.404892868,55,113.61131274999998,113.61131274999998,OUT_05761,7.114587,79.879902,5
OUT_05762,28.899812629864407,1705.088945162,59,120.64740407999996,120.64740407999996,OUT_05762,7.169908,80.072402,5
OUT_05763,8.550473573058824,145.358050742,17,21.337434759999965,21.337434759999965,OUT_05763,7.077885,80.044838,5
OUT_05764,23.849772804534485,1383.286822663,58,89.28378230699998,89.28378230699998,OUT_05764,6.739146,79.967393,5
OUT_05765,20.132205457411764,1026.742478328,51,71.130039155,71.130039155,OUT_05765,6.7218,79.828149,5
OUT_05766,12.83957058,320.9892645,25,60.166122796,60.166122796,OUT_05766,7.10346,79.942136,5
OUT_05767,12.57808522988889,339.608301207,27,48.048607351,48.048607351,OUT_05767,6.830954,79.803182,5
OUT_05768,18.2208674002,546.626022006,30,64.88340391949998,64.88340391949998,OUT_05768,7.057341,79.824125,5
OUT_05769,24.407448111184618,1586.484127227,65,100.84621241799992,100.84621241799992,OUT_05769,6.796043,79.968894,5
OUT_05770,33.066562668596774,2050.126885453,62,132.74109917999996,132.74109917999996,OUT_05770,6.781175,79.921413,5
OUT_05771,15.337273622590908,337.420019697,22,59.92160899349999,59.92160899349999,OUT_05771,6.728487,79.91366,5
OUT_05772,21.361501834075,854.460073363,40,61.03327110549996,61.03327110549996,OUT_05772,6.957648,80.029172,5
OUT_05773,29.55200743944643,1654.912416609,56,123.7933819,123.7933819,OUT_05773,6.947043,79.944773,5
OUT_05774,17.46183892548077,908.015624125,52,40.177958999,40.177958999,OUT_05774,7.156026,80.070108,5
OUT_05775,7.704243278347826,177.197595402,23,14.131109699999998,14.131109699999998,OUT_05775,6.978467,79.81391,5
OUT_05776,124.01214688688236,21082.06497077,170,579.9482841,579.9482841,OUT_05776,6.923478,79.986296,5
OUT_05777,58.14399532920176,6628.415467529,114,286.06787983999993,286.06787983999993,OUT_05777,6.813662,80.061528,5
OUT_05778,21.302431025452837,1129.028844349,53,83.74438612399993,83.74438612399993,OUT_05778,6.904656,79.866561,5
OUT_05779,15.5125559448,465.376678344,30,65.802486495,65.802486495,OUT_05779,6.996991,80.075882,5
OUT_05780,9.8631545425,276.16832719,28,20.3048834125,20.3048834125,,,,5
OUT_05781,15.163169759933334,454.895092798,30,66.95763203899995,66.95763203899995,OUT_05781,6.933868,79.927524,5
OUT_05782,26.482501457447366,1006.335055383,38,90.73242593399992,90.73242593399992,OUT_05782,6.830725,79.969549,5
OUT_05783,23.439294888016665,1406.357693281,60,109.43477843999996,109.43477843999996,OUT_05783,7.186825,79.823966,5
OUT_05784,14.7599648495,206.639507893,14,56.157183232,56.157183232,OUT_05784,7.150149,80.072104,5
OUT_05785,20.548856718125,493.172561235,24,59.0540057,59.0540057,OUT_05785,6.871993,80.015655,5
OUT_05786,65.89312748440368,7182.3508958,109,296.72720318,296.72720318,OUT_05786,6.988805,79.908294,5
OUT_05787,7.5451350656,188.62837664,25,22.780294147999967,22.780294147999967,OUT_05787,6.750806,79.866192,5
OUT_05788,13.52303584680769,351.598932017,26,58.98743182,58.98743182,OUT_05788,7.026071,79.813448,5
OUT_05789,5.5194024108888895,49.674621698,9,10.035304011599996,10.035304011599996,OUT_05789,6.71769,79.884585,5
OUT_05790,18.953036382717396,871.839673605,46,40.37167223,40.37167223,OUT_05790,7.054747,79.820493,5
OUT_05791,9.113914671809525,191.392208108,21,18.39033686,18.39033686,OUT_05791,7.174667,79.960673,5
OUT_05792,24.17311620742,1208.655810371,50,118.63098806499998,118.63098806499998,OUT_05792,6.730128,80.067986,5
OUT_05793,10.142585362575758,334.705316965,33,22.165147301999998,22.165147301999998,OUT_05793,7.188488,79.817173,5
OUT_05794,12.007931803575,480.317272143,40,41.67986679799996,41.67986679799996,OUT_05794,6.897851,80.083427,5
OUT_05795,5.83183213603125,186.618628353,32,12.0261517095,12.0261517095,OUT_05795,7.008363,79.979544,5
OUT_05796,7.153782614095239,150.229434896,21,13.22203539,13.22203539,OUT_05796,6.784035,80.066059,5
OUT_05797,28.892636983694917,1704.665582038,59,124.44059147999998,124.44059147999998,OUT_05797,6.920772,80.042044,5
OUT_05798,30.222455754173914,2085.349447038,69,123.1186143,123.1186143,OUT_05798,6.734609,80.015357,5
OUT_05799,14.206526836555556,383.576224587,27,63.664835508,63.664835508,OUT_05799,6.860669,79.9643,5
OUT_05800,23.70578241062745,1208.994902942,51,101.439387935,101.439387935,OUT_05800,7.023165,79.861274,5
OUT_05801,26.267211412439394,1733.635953221,66,122.13014445,122.13014445,OUT_05801,7.192977,80.023481,5
OUT_05802,21.03991112801852,1136.155200913,54,69.13752154749969,69.13752154749969,OUT_05802,7.182656,80.049919,5
OUT_05803,62.48927737414019,6686.352679033,107,282.0427952199999,282.0427952199999,OUT_05803,7.094955,79.899347,5
OUT_05804,63.72882471718699,7838.645440214,123,289.03815450999986,289.03815450999986,OUT_05804,6.930792,79.88155,5
OUT_05805,11.039010261869564,253.897236023,23,27.359683298999983,27.359683298999983,OUT_05805,6.831531,80.051538,5
OUT_05806,26.344097736626864,1765.054548354,67,113.7442328,113.7442328,OUT_05806,7.085727,79.949772,5
OUT_05807,10.73484913025,214.696982605,20,25.27051972400001,25.27051972400001,OUT_05807,6.776311,79.92588,5
OUT_05808,11.48234053956,287.058513489,25,48.6198912239999,48.6198912239999,OUT_05808,6.979363,79.945411,5
OUT_05809,37.98033486080488,1557.193729293,41,147.4741052,147.4741052,OUT_05809,6.754356,79.886891,5
OUT_05810,17.136761562045454,377.008754365,22,59.2057271265,59.2057271265,OUT_05810,6.98576,79.967777,5
OUT_05811,27.805942057,1723.968407534,62,121.16303152,121.16303152,OUT_05811,6.999956,80.009324,5
OUT_05812,16.604510342625,398.508248223,24,56.23953037099998,56.23953037099998,OUT_05812,6.885868,80.037023,5
OUT_05813,62.21885041664286,6968.511246664,112,282.9294444799998,282.9294444799998,OUT_05813,6.741748,80.032906,5
OUT_05814,67.30615446818182,6663.30929235,99,287.11772734999994,287.11772734999994,OUT_05814,6.980567,79.985849,5
OUT_05815,21.796423066842856,1525.749614679,70,84.69367467949995,84.69367467949995,OUT_05815,7.13331,79.878574,5
OUT_05816,29.103948459714285,1833.548752962,63,115.51997305,115.51997305,OUT_05816,6.714343,79.823439,5
OUT_05817,10.398027764407406,280.746749639,27,31.811691859999986,31.811691859999986,OUT_05817,7.153052,79.940281,5
OUT_05818,26.469389981931037,1535.224618952,58,87.19111589399996,87.19111589399996,OUT_05818,6.92219,80.0602,5
OUT_05819,11.456983719833334,206.225706957,18,26.071168217499935,26.071168217499935,OUT_05819,6.709649,79.870419,5
OUT_05820,13.93391904562963,376.215814232,27,55.268193562,55.268193562,OUT_05820,6.976037,79.982318,5
OUT_05821,17.5258997464,262.888496196,15,63.68259517099999,63.68259517099999,OUT_05821,7.187426,79.83614,5
OUT_05822,20.50898447278572,861.377347857,42,52.13526578399996,52.13526578399996,OUT_05822,7.18585,79.804162,5
OUT_05823,17.95446458668421,341.134827147,19,72.50091043099992,72.50091043099992,OUT_05823,6.871679,79.968369,5
OUT_05824,65.33038976683169,6598.36936645,101,268.486618,268.486618,OUT_05824,6.924588,79.990506,5
OUT_05825,127.75354795618182,21079.33541277,165,563.3787429999999,563.3787429999999,OUT_05825,6.804133,79.842363,5
OUT_05826,16.703143389923078,217.140864069,13,64.87887598399996,64.87887598399996,OUT_05826,6.727001,79.948577,5
OUT_05827,11.014153189222222,198.254757406,18,27.532358124499943,27.532358124499943,OUT_05827,6.913745,80.018013,5
OUT_05828,12.646679911384616,328.813677696,26,46.335219425000005,46.335219425000005,OUT_05828,6.969749,79.982499,5
OUT_05829,21.22335443663461,1103.614430705,52,48.45867995599997,48.45867995599997,OUT_05829,6.907841,79.959585,5
OUT_05830,25.09752770532143,1405.461551498,56,116.137493425,116.137493425,OUT_05830,7.1872,79.832339,5
OUT_05831,27.44777756918367,1344.94110089,49,110.20582211999997,110.20582211999997,OUT_05831,7.128779,80.042126,5
OUT_05832,13.715463101838711,425.179356157,31,54.986581595,54.986581595,OUT_05832,6.884772,79.972508,5
OUT_05833,12.636050491233334,379.081514737,30,43.64980236849988,43.64980236849988,OUT_05833,6.823357,79.934492,5
OUT_05834,24.50295373753488,1053.627010714,43,105.07298786599996,105.07298786599996,OUT_05834,6.935039,79.89742,5
OUT_05835,13.642678118466668,204.640171777,15,48.91795828799998,48.91795828799998,OUT_05835,7.066889,79.940754,5
OUT_05836,21.643007829555557,1363.509493262,63,55.87865297899998,55.87865297899998,OUT_05836,6.948444,79.800652,5
OUT_05837,23.106369645860465,993.573894772,43,111.50497607599988,111.50497607599988,OUT_05837,6.936215,80.073343,5
OUT_05838,114.7592279314634,18820.51338076,164,533.0131358099993,533.0131358099993,OUT_05838,6.971362,80.055373,5
OUT_05839,13.7165251081875,219.464401731,16,37.6611729175,37.6611729175,OUT_05839,6.904906,80.062982,5
OUT_05840,10.44432930735,208.886586147,20,20.80837634650001,20.80837634650001,OUT_05840,6.923661,79.895386,5
OUT_05841,12.2529951494375,196.047922391,16,36.70528882,36.70528882,OUT_05841,6.85676,79.958673,5
OUT_05842,11.747623555375,281.942965329,24,57.40486230299997,57.40486230299997,OUT_05842,7.044655,79.96419,5
OUT_05843,70.94317904478494,6597.715651165,93,309.37239959999994,309.37239959999994,OUT_05843,6.724755,79.919586,5
OUT_05844,10.771612039034482,312.376749132,29,45.49583515799993,45.49583515799993,OUT_05844,7.036933,79.907213,5
OUT_05845,20.062853608790324,1243.896923745,62,50.641498252999966,50.641498252999966,OUT_05845,6.861935,79.898078,5
OUT_05846,61.44357603013208,6513.019059194,106,298.90701285,298.90701285,OUT_05846,6.8168,80.08357,5
OUT_05847,67.900716546,6925.873087692,102,309.05442309499995,309.05442309499995,OUT_05847,7.144613,79.979039,5
OUT_05848,16.851259762222224,303.32267572,18,59.26261845049994,59.26261845049994,OUT_05848,6.976308,79.940397,5
OUT_05849,73.73023812755737,8995.089051562,122,289.73057101499995,289.73057101499995,OUT_05849,7.113107,79.862503,5
OUT_05850,29.986883661683333,1799.213019701,60,117.51242064499998,117.51242064499998,OUT_05850,7.030235,80.051707,5
OUT_05851,7.195303276681818,158.296672087,22,16.193160951499998,16.193160951499998,OUT_05851,7.16346,79.956709,5
OUT_05852,55.08608962266364,6059.469858493,110,254.93683228999976,254.93683228999976,OUT_05852,6.909346,79.958155,5
