,gitOutlet_ID,volume_mean,volume_max,volume_sum,transactions
5235,OUT_05236,15.884061008357145,71.64524597,222.37685411700002,14
5236,OUT_05237,21.301039502241935,132.1878552,1320.664449139,62
5237,OUT_05238,16.999249014750003,91.5536381,203.99098817700002,12
5238,OUT_05239,29.707318248357144,199.5918864,1663.609821908,56
5239,OUT_05240,22.016472037833335,128.2224605,1320.98832227,60
5240,OUT_05241,11.641151246846155,92.43035508,302.66993241800003,26
5241,OUT_05242,10.851916829636364,66.78831548,238.742170252,22
5242,OUT_05243,24.393281605964916,134.0857001,1390.41705154,57
5243,OUT_05244,40.04226912245238,174.1532869,1681.775303143,42
5244,OUT_05245,13.512427346842104,65.37017197,256.73611959,19
5245,OUT_05246,13.631682880333335,67.2243376,245.37029184600001,18
5246,OUT_05247,11.271434420119999,60.62135638,281.785860503,25
5247,OUT_05248,24.295798517523806,170.8284999,1530.6353066039999,63
5248,OUT_05249,24.663973717064103,178.2480873,1923.789949931,78
5249,OUT_05250,141.81812230717557,1042.810138,18578.17402224,131
5250,OUT_05251,7.891817062307693,19.25887359,102.59362181,13
5251,OUT_05252,13.200552443619047,65.98443154,277.211601316,21
5252,OUT_05253,28.169865595534482,157.8172648,1633.852204541,58
5253,OUT_05254,13.311093796384617,61.82019402,346.08843870600003,26
5254,OUT_05255,70.59099935516484,447.3440854,6423.78094132,91
5255,OUT_05256,70.36490657309434,461.6503786,7458.680096748,106
5256,OUT_05257,58.073690754666664,433.8532567,5749.295384712,99
5257,OUT_05258,25.845809428749998,103.9354949,206.76647542999999,8
5258,OUT_05259,63.16930110792134,455.4197084,5622.067798605,89
5259,OUT_05260,25.55239310626531,156.343923,1252.067262207,49
5260,OUT_05261,15.09765137844,87.0793366,377.441284461,25
5261,OUT_05262,18.22617204692,77.04078283,455.65430117299996,25
5262,OUT_05263,13.377313907741936,62.86332664,414.69673114,31
5263,OUT_05264,67.21584324857844,432.4966307,6856.016011355,102
5264,OUT_05265,20.686895344482142,137.5768797,1158.466139291,56
5265,OUT_05266,12.858427386176471,65.89213077,218.593265565,17
5266,OUT_05267,25.95188247127143,145.7134027,1816.631772989,70
5267,OUT_05268,10.975206312190476,63.66388602,230.479332556,21
5268,OUT_05269,128.54185014111889,946.7586097,18381.48457018,143
5269,OUT_05270,31.27370244913115,215.0561102,1907.695849397,61
5270,OUT_05271,63.88770236803738,434.2360249,6835.98415338,107
5271,OUT_05272,70.90407432290196,482.6193254,7232.215580936,102
5272,OUT_05273,12.931620242720001,63.55799164,323.290506068,25
5273,OUT_05274,30.767799435463413,202.4433723,1261.479776854,41
5274,OUT_05275,13.185751979214286,61.7221894,369.201055418,28
5275,OUT_05276,9.482758942131579,55.44000472,360.344839801,38
5276,OUT_05277,11.601297345055556,56.3584054,208.823352211,18
5277,OUT_05278,8.903533871208333,49.98511946,213.684812909,24
5278,OUT_05279,7.145160851928572,18.94476665,100.032251927,14
5279,OUT_05280,129.02561083734693,965.4148707,18966.76479309,147
5280,OUT_05281,33.26144517166038,182.3886336,1762.856594098,53
5281,OUT_05282,38.07124810893333,178.6498335,1713.206164902,45
5282,OUT_05283,35.73727373212069,189.8331015,2072.761876463,58
5283,OUT_05284,13.814840850967743,72.98581689,428.26006638,31
5284,OUT_05285,11.4804153832,63.60647031,344.412461496,30
5285,OUT_05286,67.61980950826612,487.3637976,8384.856379025,124
5286,OUT_05287,66.02935275803921,425.3179593,6734.99398132,102
5287,OUT_05288,9.71011308447826,61.03454582,223.332600943,23
5288,OUT_05289,25.113009411338986,118.3951602,1481.667555269,59
5289,OUT_05290,30.03167270330357,156.8905666,1681.773671385,56
5290,OUT_05291,6.942818481545455,15.90186919,76.371003297,11
5291,OUT_05292,66.76542940027723,501.7104956,6743.308369428,101
5292,OUT_05293,15.792453207944444,62.89984592,284.264157743,18
5293,OUT_05294,13.1614067505,67.70490738,236.905321509,18
5294,OUT_05295,27.51580567927941,219.4008886,1871.074786191,68
5295,OUT_05296,7.269890466052631,16.58619885,138.127918855,19
5296,OUT_05297,119.89290493585987,754.2804018,18823.18607493,157
5297,OUT_05298,15.021191370499999,95.70538187,330.466210151,22
5298,OUT_05299,57.19407776899048,436.2224455,6005.378165744,105
5299,OUT_05300,30.304119635634613,132.602044,1575.814221053,52
5300,OUT_05301,26.86227340856,164.8256992,2014.670505642,75
5301,OUT_05302,65.96338534777777,446.2260775,7124.04561756,108
5302,OUT_05303,11.887155295962962,65.17772083,320.953192991,27
5303,OUT_05304,9.652950506185185,67.76151723,260.629663667,27
5304,OUT_05305,30.95454365785507,194.1991149,2135.863512392,69
5305,OUT_05306,17.628115437064515,64.88181818,546.471578549,31
5306,OUT_05307,13.667011908481483,94.19444096,369.00932152900003,27
5307,OUT_05308,21.89590356665517,77.89161916,634.981203433,29
5308,OUT_05309,7.883874729307692,20.36023816,204.980742962,26
5309,OUT_05310,11.727460338250001,53.53624974,375.27873082400004,32
5310,OUT_05311,26.120894377276596,210.3071119,1227.682035732,47
5311,OUT_05312,14.406215765185186,68.43391072,388.96782566,27
5312,OUT_05313,17.689003668636364,91.38950574,583.737121065,33
5313,OUT_05314,21.839085602114753,126.4520084,1332.184221729,61
5314,OUT_05315,12.22785558376923,53.31758263,158.962122589,13
5315,OUT_05316,29.636212347316665,177.4954667,1778.172740839,60
5316,OUT_05317,16.106374915444444,80.47860545,434.87212271699997,27
5317,OUT_05318,64.8769790127612,415.1039665,8693.51518771,134
5318,OUT_05319,28.656288686314287,169.4732515,2005.940208042,70
5319,OUT_05320,23.905280216914893,150.5744366,1123.548170195,47
5320,OUT_05321,28.08461760815873,137.4105332,1769.330909314,63
5321,OUT_05322,12.171669233466668,62.02689487,182.575038502,15
5322,OUT_05323,19.010071847,67.03739471,399.211508787,21
5323,OUT_05324,25.085227811117647,193.6489552,1279.346618367,51
5324,OUT_05325,70.26032098838542,465.6999707,6744.990814885,96
5325,OUT_05326,14.123517417739128,63.86386724,324.84090060799997,23
5326,OUT_05327,15.12182888582143,74.77491767,423.411208803,28
5327,OUT_05328,17.180696311145162,121.9698862,1065.203171291,62
5328,OUT_05329,59.77053848766406,536.9226853,7650.628926421,128
5329,OUT_05330,18.879874664928572,79.27698363,528.636490618,28
5330,OUT_05331,10.28823270773913,40.31952679,236.629352278,23
5331,OUT_05332,68.26543836760607,489.0166426,6758.278398393,99
5332,OUT_05333,67.24324907789321,465.2005265,6926.054655023,103
5333,OUT_05334,15.3361218663,101.5902888,306.722437326,20
5334,OUT_05335,25.43177436283582,145.0623577,1703.92888231,67
5335,OUT_05336,21.651154383759998,122.7155087,1082.557719188,50
5336,OUT_05337,22.266423158222224,154.1729349,1202.386850544,54
5337,OUT_05338,18.319823783041667,64.60723167,439.675770793,24
5338,OUT_05339,8.681317912959999,59.88477637,217.032947824,25
5339,OUT_05340,76.62443021546535,458.336161,7739.067451762,101
5340,OUT_05341,14.435488888399998,58.68800418,288.709777768,20
5341,OUT_05342,18.11297143687805,117.0608662,742.631828912,41
5342,OUT_05343,31.12887748356,193.9614913,1556.443874178,50
5343,OUT_05344,24.01000909818182,129.8526513,1320.5505004,55
5344,OUT_05345,10.536760302285714,70.96002956,295.029288464,28
5345,OUT_05346,13.299177365157895,59.09262568,252.684369938,19
5346,OUT_05347,14.453175138884614,67.24225867,375.78255361099997,26
5347,OUT_05348,7.5657606668,34.98657185,302.630426672,40
5348,OUT_05349,73.64732278380531,339.2262762,8322.14747457,113
5349,OUT_05350,22.158791262820895,164.6426012,1484.639014609,67
5350,OUT_05351,60.177038291081296,456.693838,7401.775709803,123
5351,OUT_05352,22.512324844466665,112.7072877,1013.054618001,45
5352,OUT_05353,10.227932227272728,57.33183493,225.014509,22
5353,OUT_05354,32.17254770155263,173.2814162,1222.556812659,38
5354,OUT_05355,129.51401399291044,834.2118784,17354.87787505,134
5355,OUT_05356,15.109979713054056,88.45401243,559.069249383,37
5356,OUT_05357,66.90214639819149,451.4992504,6288.80176143,94
5357,OUT_05358,58.26599644303968,414.5800437,7341.515551823,126
5358,OUT_05359,11.56224421892,63.21817137,289.056105473,25
5359,OUT_05360,21.52243828186,126.9428503,1076.121914093,50
5360,OUT_05361,7.733113046090909,18.85440187,170.128487014,22
5361,OUT_05362,28.806646481285714,136.7604413,1209.879152214,42
5362,OUT_05363,19.34147395956,101.9572044,483.53684898899996,25
5363,OUT_05364,25.476651242916663,102.9226205,611.43962983,24
5364,OUT_05365,11.536675900521738,58.77200529,265.343545712,23
5365,OUT_05366,135.92697107286668,846.6004659,20389.04566093,150
5366,OUT_05367,22.288471946055555,139.3901829,1203.577485087,54
5367,OUT_05368,14.51695308390909,66.46822057,159.686483923,11
5368,OUT_05369,28.72637011642857,175.4446624,1407.592135705,49
5369,OUT_05370,18.835384018666666,72.84855325,339.036912336,18
5370,OUT_05371,12.47442974721739,64.95114252,286.911884186,23
5371,OUT_05372,19.651327432470588,110.7737523,1002.217699056,51
5372,OUT_05373,26.92588704642623,187.5605609,1642.479109832,61
5373,OUT_05374,13.202615259249999,55.22850361,211.24184414799998,16
5374,OUT_05375,61.455323310336134,332.6620171,7313.18347393,119
5375,OUT_05376,13.943353033307691,83.224658,362.527178866,26
5376,OUT_05377,51.332691632229626,341.5440813,6929.913370351,135
5377,OUT_05378,9.372462243214287,34.5173962,131.214471405,14
5378,OUT_05379,28.888142528173915,171.2345597,1993.2818344440002,69
5379,OUT_05380,13.288803137727273,65.88204699,292.35366903,22
5380,OUT_05381,16.61683438326316,65.99868007,315.71985328200003,19
5381,OUT_05382,13.968289365272728,61.28230846,460.953549054,33
5382,OUT_05383,18.346935819857144,82.11094845,256.857101478,14
5383,OUT_05384,74.38275737191893,459.192466,8256.486068283,111
5384,OUT_05385,27.890114185639344,166.6414624,1701.296965324,61
5385,OUT_05386,12.700218318520001,69.90679598,317.505457963,25
5386,OUT_05387,121.24000261888888,804.1097995,18549.72040069,153
5387,OUT_05388,17.714569302842104,84.73408965,336.576816754,19
5388,OUT_05389,7.677197012421052,17.92350159,145.866743236,19
5389,OUT_05390,10.355353126514284,59.4507487,362.437359428,35
5390,OUT_05391,12.501893443857144,70.64088443,262.539762321,21
5391,OUT_05392,35.7850413945102,178.628514,1753.467028331,49
5392,OUT_05393,32.471083841,175.9371877,1753.438527414,54
5393,OUT_05394,17.57504332755,66.59432912,351.500866551,20
5394,OUT_05395,19.22499999496552,96.0056928,557.524999854,29
5395,OUT_05396,26.531026027343284,227.2543473,1777.578743832,67
5396,OUT_05397,16.16051816125,76.36819259,387.85243587,24
5397,OUT_05398,20.071549191818182,83.45553248,441.57408222,22
5398,OUT_05399,10.400581418882352,40.47569498,176.80988412099998,17
5399,OUT_05400,11.304489508129032,98.0279412,350.439174752,31
5400,OUT_05401,32.820038626594204,168.4391877,2264.582665235,69
5401,OUT_05402,23.999659873530614,167.6939479,1175.983333803,49
5402,OUT_05403,56.59813655704854,492.8380038,5829.608065376,103
5403,OUT_05404,22.046912619538464,145.7978379,1146.439456216,52
5404,OUT_05405,29.851190824023252,130.9660666,1283.601205433,43
5405,OUT_05406,31.854904150214285,192.8898811,1783.874632412,56
5406,OUT_05407,62.29872934721429,507.3464692,6977.457686888,112
5407,OUT_05408,11.146327097142857,95.44420386,312.09715872,28
5408,OUT_05409,26.587052866137256,142.0239719,1355.9396961730001,51
5409,OUT_05410,59.71547252325455,453.5784662,6568.701977558,110
5410,OUT_05411,12.798015780375001,92.80655038,307.152378729,24
5411,OUT_05412,59.500131852281555,488.6368397,6128.513580785,103
5412,OUT_05413,15.00843653942857,96.45904571,315.177167328,21
5413,OUT_05414,11.579228090625,65.46360575,277.901474175,24
5414,OUT_05415,33.56697818088235,193.3316311,1711.915887225,51
5415,OUT_05416,27.645139001296876,158.1112684,1769.288896083,64
5416,OUT_05417,6.433345441619048,19.59731498,135.100254274,21
5417,OUT_05418,62.04266832667415,444.9348821,5521.797481074,89
5418,OUT_05419,22.729211353023807,167.3308634,954.6268768269999,42
5419,OUT_05420,18.31866910229167,89.85085352,439.648058455,24
5420,OUT_05421,12.415149342162163,62.43465832,459.36052566,37
5421,OUT_05422,17.98491610672,89.18735658,449.622902668,25
5422,OUT_05423,15.687821227125,75.85890439,376.507709451,24
5423,OUT_05424,20.61587513282609,123.0425615,1422.4953841650001,69
5424,OUT_05425,18.829812069833334,93.77238729,338.936617257,18
5425,OUT_05426,123.44886960592856,906.3033196,17282.84174483,140
5426,OUT_05427,64.91944733540001,485.8168603,5518.153023509,85
5427,OUT_05428,65.65357486820339,463.2089454,7747.121834448,118
5428,OUT_05429,11.015519565045453,57.65276309,242.341430431,22
5429,OUT_05430,145.26663611729032,995.0557181,22516.32859818,155
5430,OUT_05431,20.91691623466667,164.0991323,1004.011979264,48
5431,OUT_05432,19.367256898714285,93.25277046,542.283193164,28
5432,OUT_05433,11.6690045962,56.14151274,233.380091924,20
5433,OUT_05434,16.708263299041665,87.3074188,400.998319177,24
5434,OUT_05435,24.590371454820897,144.9417563,1647.554887473,67
5435,OUT_05436,10.416534057931035,73.66164636,302.07948768,29
5436,OUT_05437,15.046906053972972,101.7963292,556.735523997,37
5437,OUT_05438,10.0376001187,83.36772348,200.752002374,20
5438,OUT_05439,22.289339791130434,158.8416366,1025.309630392,46
5439,OUT_05440,14.083435826148149,89.8579429,380.252767306,27
5440,OUT_05441,14.343819706666665,78.48654719,258.18875471999996,18
5441,OUT_05442,75.80361873635051,441.059859,7352.951017426,97
5442,OUT_05443,25.050477387586955,143.5873634,1152.321959829,46
5443,OUT_05444,19.244578188375,92.94248461,307.913251014,16
5444,OUT_05445,20.227387844433334,130.0048918,1213.643270666,60
5445,OUT_05446,21.28550639195652,81.78737753,489.566647015,23
5446,OUT_05447,26.508882524852943,180.0114507,1802.60401169,68
5447,OUT_05448,61.61334176035714,381.7355664,6900.69427716,112
5448,OUT_05449,14.069336159882353,71.76264144,239.17871471799998,17
5449,OUT_05450,22.429740197238093,142.3077468,1413.073632426,63
5450,OUT_05451,32.39093800652727,208.2977006,1781.501590359,55
5451,OUT_05452,64.20525728177982,471.7618687,6998.373043714,109
5452,OUT_05453,135.02877962783782,915.1704376,19984.25938492,148
5453,OUT_05454,27.001094223276596,175.2649536,1269.051428494,47
5454,OUT_05455,14.632025369210528,90.95152089,278.008482015,19
5455,OUT_05456,32.066474033333336,188.1959701,1731.5895978,54
5456,OUT_05457,7.725840334038462,20.22848064,200.871848685,26
5457,OUT_05458,30.393833817262298,184.8055878,1854.023862853,61
5458,OUT_05459,54.71184721110476,489.9829768,5744.743957166,105
5459,OUT_05460,14.90731998924,73.24287518,372.682999731,25
5460,OUT_05461,28.03581385703077,187.4361961,1822.327900707,65
5461,OUT_05462,23.122967889941176,141.2149331,1179.271362387,51
5462,OUT_05463,17.2363700095625,62.65540944,275.781920153,16
5463,OUT_05464,8.6038082202,62.89817857,172.076164404,20
5464,OUT_05465,114.00731739185184,911.6427529,18469.18541748,162
5465,OUT_05466,32.539399213596774,135.8964371,2017.442751243,62
5466,OUT_05467,10.221536064216215,49.690988,378.19683437599997,37
5467,OUT_05468,14.345536505538462,82.18147045,372.983949144,26
5468,OUT_05469,13.064415169388889,70.1284803,235.159473049,18
5469,OUT_05470,137.12123718481251,775.2690499,21939.39794957,160
5470,OUT_05471,14.073829475299998,63.06479882,281.476589506,20
5471,OUT_05472,12.7034759272,59.54457194,317.58689818,25
5472,OUT_05473,24.545871660964913,177.9047727,1399.114684675,57
5473,OUT_05474,15.91970976225,104.3455765,636.78839049,40
5474,OUT_05475,13.1049473269375,63.85925927,419.358314462,32
5475,OUT_05476,16.45856058496154,89.37148319,427.922575209,26
5476,OUT_05477,10.335618385375,41.30513141,165.369894166,16
5477,OUT_05478,71.36590754793023,431.3012676,9206.202073683,129
5478,OUT_05479,14.435729591500001,89.72064292,404.200428562,28
5479,OUT_05480,14.518079419129032,86.22735733,450.060461993,31
5480,OUT_05481,16.309551532285713,70.51430141,456.667442904,28
5481,OUT_05482,71.83824855427027,490.2213976,7974.045589524,111
5482,OUT_05483,72.68817748053719,469.9576423,8795.269475145,121
5483,OUT_05484,10.661046767083333,54.34080726,255.86512241,24
5484,OUT_05485,125.17505855245162,784.8435317,19402.13407563,155
5485,OUT_05486,69.99189030055,466.0325815,6999.189030055,100
5486,OUT_05487,28.769162000054056,148.2489495,2128.917988004,74
5487,OUT_05488,22.440568905444447,197.7285813,1211.790720894,54
5488,OUT_05489,12.295430208363637,62.89592054,270.499464584,22
5489,OUT_05490,60.772407772893125,366.6673935,7961.185418249,131
5490,OUT_05491,11.046853614043478,73.68228102,254.077633123,23
5491,OUT_05492,25.66437037930769,176.9830775,1668.184074655,65
5492,OUT_05493,57.277192256851855,326.8342009,6185.93676374,108
5493,OUT_05494,31.719472389563634,202.8418585,1744.570981426,55
5494,OUT_05495,72.39782568194845,444.6694709,7022.589091149,97
5495,OUT_05496,16.431356930933333,66.34522323,492.940707928,30
5496,OUT_05497,64.22593847181896,335.8958725,7450.208862731,116
5497,OUT_05498,11.407095916130434,65.12031621,262.363206071,23
5498,OUT_05499,14.34274227876923,64.56612943,559.366948872,39
5499,OUT_05500,27.556983201333335,192.6875467,1405.406143268,51
5500,OUT_05501,63.61050686618073,343.4769915,5279.672069893,83
5501,OUT_05502,12.21511927625,70.58034293,293.16286263,24
5502,OUT_05503,7.667012381894737,57.43213237,145.673235256,19
5503,OUT_05504,19.583396302395833,112.8283772,940.003022515,48
5504,OUT_05505,23.36767755728,169.9479174,1168.383877864,50
5505,OUT_05506,20.82266909213333,117.1436634,937.020109146,45
5506,OUT_05507,7.444636693333333,16.82254246,89.33564032,12
5507,OUT_05508,77.73990134217647,479.9833997,7929.469936902,102
5508,OUT_05509,36.608320346603776,188.4744649,1940.24097837,53
5509,OUT_05510,13.856774639235296,59.19563323,235.565168867,17
5510,OUT_05511,63.00409972253719,494.8823772,7623.496066427,121
5511,OUT_05512,29.76282250383077,223.6319581,1934.583462749,65
5512,OUT_05513,10.751402304869567,61.72111825,247.282253012,23
5513,OUT_05514,67.86262234785046,430.071533,7261.30059122,107
5514,OUT_05515,11.046807582555557,57.64508708,298.263804729,27
5515,OUT_05516,23.082840661135595,195.5881046,1361.887599007,59
5516,OUT_05517,9.8527463595,50.72633575,157.643941752,16
5517,OUT_05518,13.204688657142857,69.41922716,369.7312824,28
5518,OUT_05519,15.867531064130434,93.33186922,364.953214475,23
5519,OUT_05520,9.7101667365,72.79359157,174.783001257,18
5520,OUT_05521,15.160671000928572,77.06790271,424.498788026,28
5521,OUT_05522,32.565594730298244,167.3018317,1856.238899627,57
5522,OUT_05523,61.94924214433333,330.5934746,6504.670425155,105
5523,OUT_05524,9.364982860416667,55.55577251,224.75958865,24
5524,OUT_05525,32.93801642054902,184.4337366,1679.838837448,51
5525,OUT_05526,12.295986331222222,69.5677216,221.327753962,18
5526,OUT_05527,8.45337897475,19.2376407,135.254063596,16
5527,OUT_05528,13.642870713545454,69.57217849,300.143155698,22
5528,OUT_05529,12.6138317715,93.73656233,378.41495314499997,30
5529,OUT_05530,24.04530528968254,158.5934136,1514.8542332499999,63
5530,OUT_05531,14.269202113,59.84876969,456.614467616,32
5531,OUT_05532,22.422415730700003,108.8889729,896.896629228,40
5532,OUT_05533,13.788139153384614,60.64194311,358.491617988,26
5533,OUT_05534,16.067775573954545,73.58082058,353.491062627,22
5534,OUT_05535,25.666375749725493,128.8840026,1308.985163236,51
5535,OUT_05536,22.925498531666666,142.7967701,1169.200425115,51
5536,OUT_05537,61.64573937255319,428.1820055,5794.69950102,94
5537,OUT_05538,35.9562442754717,182.8770431,1905.6809466,53
5538,OUT_05539,7.647683027409091,23.21183291,168.249026603,22
5539,OUT_05540,58.946159118160004,323.2379797,7368.26988977,125
5540,OUT_05541,11.903992729083333,84.99962227,285.695825498,24
5541,OUT_05542,59.91129133266,424.4623221,5991.129133266,100
5542,OUT_05543,63.59532720024,422.739036,7949.41590003,125
5543,OUT_05544,15.71400986932,77.42337166,392.850246733,25
5544,OUT_05545,21.83662450940625,181.0252533,1397.543968602,64
5545,OUT_05546,14.737703797636364,102.4148137,324.229483548,22
5546,OUT_05547,19.163315089125,94.09603245,613.226082852,32
5547,OUT_05548,12.962776630882352,79.65193198,220.367202725,17
5548,OUT_05549,17.508734750095236,65.34247837,367.683429752,21
5549,OUT_05550,13.956391523277778,60.28799346,251.215047419,18
5550,OUT_05551,67.68024042050459,402.5315901,7377.146205835,109
5551,OUT_05552,60.1333839230303,447.9955576,7937.60667784,132
5552,OUT_05553,25.3828733676375,174.052377,2030.629869411,80
5553,OUT_05554,14.930057824333332,58.70315517,313.531214311,21
5554,OUT_05555,86.62771828103773,519.310971,9182.53813779,106
5555,OUT_05556,10.513737732684211,51.71011453,199.761016921,19
5556,OUT_05557,12.9181426789375,56.66325625,206.690282863,16
5557,OUT_05558,15.431820633695652,68.51172029,354.931874575,23
5558,OUT_05559,13.97494996084375,78.81696751,447.198398747,32
5559,OUT_05560,23.209319227864864,124.8576445,858.744811431,37
5560,OUT_05561,18.103903188,108.5825404,380.181966948,21
5561,OUT_05562,26.70398030598148,185.0091841,1442.014936523,54
5562,OUT_05563,23.959824797015383,215.7531295,1557.388611806,65
5563,OUT_05564,125.6929920213492,860.8748925,15837.31699469,126
5564,OUT_05565,66.04892385650467,528.227699,7067.234852646,107
5565,OUT_05566,9.829773021571429,41.33692335,206.425233453,21
5566,OUT_05567,8.905627586692308,62.42630197,231.546317254,26
5567,OUT_05568,33.175716792589746,191.0644607,1293.852954911,39
5568,OUT_05569,61.98880520874108,448.1725547,6942.746183379,112
5569,OUT_05570,11.26864703825,72.71974085,135.223764459,12
5570,OUT_05571,54.1148798288421,360.6728212,6169.0963004879995,114
5571,OUT_05572,12.866505111473684,51.72313569,244.463597118,19
5572,OUT_05573,17.977497003651163,145.3706977,773.032371157,43
5573,OUT_05574,22.4312051443,89.78354779,448.624102886,20
5574,OUT_05575,61.71304223459821,441.6963671,6911.860730275,112
5575,OUT_05576,62.18219239949038,394.0386423,6466.948009547,104
5576,OUT_05577,65.4145621212243,463.7755158,6999.358146971,107
5577,OUT_05578,114.6615768694079,969.548773,17428.55968415,152
5578,OUT_05579,68.62136084207438,426.4598789,8303.184661891,121
5579,OUT_05580,29.767928801433335,203.9346701,1786.075728086,60
5580,OUT_05581,13.908014304578947,100.2796459,264.252271787,19
5581,OUT_05582,11.17344235569697,64.30808962,368.723597738,33
5582,OUT_05583,13.749307219705882,57.32787621,233.738222735,17
5583,OUT_05584,23.477092746400004,121.2775267,1056.469173588,45
5584,OUT_05585,31.804910645738097,180.6373612,1335.806247121,42
5585,OUT_05586,29.981019861298243,180.4364868,1708.918132094,57
5586,OUT_05587,27.025589447983606,173.228006,1648.560956327,61
5587,OUT_05588,24.064346538612245,130.9128743,1179.152980392,49
5588,OUT_05589,10.753333568870968,66.48710825,333.353340635,31
5589,OUT_05590,21.15399226342222,125.6237148,951.929651854,45
5590,OUT_05591,29.802171600930237,164.1524946,1281.49337884,43
5591,OUT_05592,129.30016988881988,1026.877654,20817.3273521,161
5592,OUT_05593,73.93289431568182,467.1228509,6506.09469978,88
5593,OUT_05594,27.02798572840625,146.2400654,1729.791086618,64
5594,OUT_05595,10.81274837709375,77.36392733,346.007948067,32
5595,OUT_05596,14.833905977142857,66.10130073,415.34936736,28
5596,OUT_05597,139.60456134842858,823.3804177,19544.63858878,140
5597,OUT_05598,28.763603351687504,184.2336159,1380.6529608810001,48
5598,OUT_05599,14.73770654436842,69.47631537,280.016424343,19
5599,OUT_05600,23.81940200161111,71.53584177,428.749236029,18
5600,OUT_05601,13.351991541916666,53.46469182,320.447797006,24
5601,OUT_05602,15.324968077695651,70.03548407,352.474265787,23
5602,OUT_05603,14.907559567416667,97.69471882,357.781429618,24
5603,OUT_05604,65.17619613607768,475.1128324,6713.148202016,103
5604,OUT_05605,10.801069074428572,62.41720001,226.822450563,21
5605,OUT_05606,133.91393802113475,852.7128666,18881.86526098,141
5606,OUT_05607,23.66542795595,179.9322309,1419.925677357,60
5607,OUT_05608,22.377578150288887,134.8471387,1006.991016763,45
5608,OUT_05609,26.315310644234042,193.170353,1236.819600279,47
5609,OUT_05610,11.481161420913043,49.90874572,264.066712681,23
5610,OUT_05611,14.009118479200001,75.41290822,280.182369584,20
5611,OUT_05612,13.712898325777779,58.64565807,370.248254796,27
5612,OUT_05613,65.4288868834876,467.0541849,7916.895312902,121
5613,OUT_05614,9.810688394809523,23.83638812,206.02445629099998,21
5614,OUT_05615,29.71047822915909,161.6407695,1307.261042083,44
5615,OUT_05616,21.9089567490625,137.3917303,1402.17323194,64
5616,OUT_05617,8.471927815448277,55.1056398,245.685906648,29
5617,OUT_05618,31.687409485275865,142.7851439,1837.8697501460001,58
5618,OUT_05619,60.90276304669811,323.6129905,6455.69288295,106
5619,OUT_05620,68.61494344589147,479.3122641,8851.32770452,129
5620,OUT_05621,59.279986047543105,332.5257471,6876.478381515,116
5621,OUT_05622,14.587543670466665,98.87168985,218.813155057,15
5622,OUT_05623,12.61979882725,85.20575599,403.833562472,32
5623,OUT_05624,13.823012237333332,57.48353389,331.752293696,24
5624,OUT_05625,8.648972965357142,17.36515599,121.085621515,14
5625,OUT_05626,63.63825190907143,415.8056574,7127.484213816,112
5626,OUT_05627,9.03921723112,61.70060669,225.980430778,25
5627,OUT_05628,8.600001540655173,24.92993699,249.40004467900002,29
5628,OUT_05629,6.827812996722222,20.21117333,122.900633941,18
5629,OUT_05630,25.933683546246378,182.7797679,1789.424164691,69
5630,OUT_05631,15.236679739710526,91.08494936,578.993830109,38
5631,OUT_05632,24.59986234398039,173.7113069,1254.592979543,51
5632,OUT_05633,25.514987060545455,166.1565815,1683.989145996,66
5633,OUT_05634,15.650271556538463,62.15460057,406.90706047000003,26
5634,OUT_05635,15.383427205500002,91.70747907,307.66854411,20
5635,OUT_05636,7.835465591555555,18.33375024,141.038380648,18
5636,OUT_05637,10.0317216575,61.86425727,180.570989835,18
5637,OUT_05638,30.79734454488,179.3782227,1539.867227244,50
5638,OUT_05639,73.80972946542168,509.1753857,6126.20754563,83
5639,OUT_05640,60.112746605999995,313.4725907,7213.5295927199995,120
5640,OUT_05641,11.510877644652174,63.99383275,264.750185827,23
5641,OUT_05642,9.06034536792,27.27315443,226.508634198,25
5642,OUT_05643,15.975476274166668,66.96650787,479.26428822500003,30
5643,OUT_05644,30.297762784259998,195.3133639,1514.888139213,50
5644,OUT_05645,21.24403355758,174.4098838,1062.201677879,50
5645,OUT_05646,15.146136905535714,100.7818508,424.091833355,28
5646,OUT_05647,20.384945512746476,138.0504436,1447.331131405,71
5647,OUT_05648,19.532782098210525,64.03584304,371.122859866,19
5648,OUT_05649,8.5186795545,19.11759464,85.186795545,10
5649,OUT_05650,22.020446832666668,86.17650235,330.30670249,15
5650,OUT_05651,28.029143113529415,161.8943122,1429.48629879,51
5651,OUT_05652,27.261770849363636,181.5019857,1799.276876058,66
5652,OUT_05653,11.422295872295456,64.61679415,502.58101838100004,44
5653,OUT_05654,8.255029743666666,25.42973497,148.590535386,18
5654,OUT_05655,71.0025055876087,480.9533208,6532.23051406,92
5655,OUT_05656,21.925589206965515,179.7255366,1271.684174004,58
5656,OUT_05657,68.1685615515849,457.8496392,7225.867524468,106
5657,OUT_05658,59.469547374431194,440.0397737,6482.180663813,109
5658,OUT_05659,10.22264842996,60.12197678,255.566210749,25
5659,OUT_05660,12.766294352454544,62.75541946,280.858475754,22
5660,OUT_05661,25.28210276035849,163.5758948,1339.951446299,53
5661,OUT_05662,13.7381016515,72.00176175,412.143049545,30
5662,OUT_05663,11.16208659975862,62.66812153,323.700511393,29
5663,OUT_05664,73.92346305873873,478.9541798,8205.50439952,111
